CustomerID,Recency,Frequency,MonetaryValue,R rank_norm,F rank_norm,M rank_norm,RFM_Score,CustomerID_Segment
13675.0,150,25,486.82,44.4,29.79,35.46,3510.0,Lost Customers
13676.0,538,15,153.15,10.41,18.66,10.64,1301.15,Lost Customers
13677.0,404,106,556.19,21.41,68.92,38.79,4522.2,Lost Customers
13678.0,151,16,232.6,44.26,19.82,17.86,2240.8,Lost Customers
13679.0,493,50,281.26,12.72,48.75,21.32,2825.9,Lost Customers
13680.0,0,667,9915.56,100.0,97.02,95.76,9677.4,Top Customers
13681.0,17,57,827.83,81.17,52.44,49.33,5503.9,Lost Customers
13682.0,186,3,59.5,40.66,4.01,3.15,903.45,Lost Customers
13683.0,457,10,258.6,15.04,12.4,19.94,1694.3,Lost Customers
13684.0,285,112,546.52,32.21,70.15,38.4,4699.65,Lost Customers
13685.0,2,39,3119.44,96.7,41.56,81.91,7202.35,Mid Value Customers
13686.0,182,34,409.04,41.21,37.73,31.2,3466.05,Lost Customers
13687.0,437,45,11880.84,16.38,45.72,96.6,6930.3,Low Value Customers
13688.0,634,5,375.5,4.66,6.13,28.93,1844.95,Lost Customers
13689.0,62,9,1259.5,58.96,11.22,61.51,4604.05,Lost Customers
13690.0,58,9,172.25,60.19,11.22,12.72,1939.05,Lost Customers
13691.0,395,54,212.78,22.56,51.2,16.07,2758.25,Lost Customers
13692.0,24,99,3016.45,75.49,67.38,81.15,7617.0,Mid Value Customers
13693.0,324,112,1948.32,29.58,70.15,72.25,6521.95,Low Value Customers
13694.0,3,1551,190825.52,94.77,99.56,99.92,9903.95,Top Customers
13695.0,30,96,2770.73,71.71,66.58,79.49,7445.0,Mid Value Customers
13696.0,421,25,2008.7,18.89,29.79,72.97,5190.4,Lost Customers
13697.0,38,12,151.3,67.8,15.05,10.43,2042.15,Lost Customers
13698.0,596,38,465.53,6.93,40.81,34.48,3224.65,Lost Customers
13699.0,154,40,711.4,43.97,42.17,45.1,4405.15,Lost Customers
13700.0,25,244,2586.21,74.7,86.12,78.29,8010.05,High Value Customers
13701.0,436,10,159.55,16.54,12.4,11.28,1240.5,Lost Customers
13702.0,445,5,135.18,15.84,6.13,8.94,913.2,Lost Customers
13703.0,317,73,99.5,30.08,59.16,5.3,2517.5,Lost Customers
13704.0,4,135,2295.31,93.18,74.29,75.98,7805.3,Mid Value Customers
13705.0,7,74,2035.33,90.93,59.61,73.36,7187.05,Mid Value Customers
13706.0,302,38,631.17,31.14,40.81,42.01,4001.95,Lost Customers
13707.0,266,155,3365.86,33.74,77.51,83.22,7408.5,Mid Value Customers
13708.0,270,49,296.88,33.34,48.15,22.32,3172.2,Lost Customers
13709.0,3,417,7512.81,94.77,93.71,93.55,9378.1,Top Customers
13710.0,31,15,509.52,70.99,18.66,36.54,3634.35,Lost Customers
13711.0,218,103,1632.61,37.64,68.24,68.06,6355.1,Low Value Customers
13712.0,246,33,766.42,35.54,36.94,46.99,4225.75,Lost Customers
13713.0,407,80,743.26,21.02,61.49,46.35,4709.25,Lost Customers
13714.0,464,30,161.35,14.45,34.59,11.53,1888.6,Lost Customers
13715.0,280,518,8438.34,32.64,95.51,94.53,8554.05,High Value Customers
13716.0,268,21,138.28,33.51,25.91,9.32,1792.55,Lost Customers
13717.0,31,127,1748.05,70.99,72.86,69.81,7090.2,Mid Value Customers
13718.0,245,12,306.55,35.7,15.05,23.21,2263.55,Lost Customers
13719.0,14,248,2815.25,84.13,86.46,79.74,8241.45,High Value Customers
13720.0,116,43,799.9,47.84,44.3,48.45,4711.35,Lost Customers
13721.0,35,42,741.54,69.08,43.63,46.25,4888.85,Lost Customers
13722.0,119,190,5629.16,47.57,81.66,90.73,8153.5,High Value Customers
13723.0,216,58,1209.2,38.03,52.95,60.43,5482.6,Lost Customers
13724.0,636,42,213.01,4.63,43.63,16.11,2264.4,Lost Customers
13725.0,49,118,1809.81,63.78,71.21,70.58,6974.9,Low Value Customers
13726.0,38,42,1079.66,67.8,43.63,57.37,5481.25,Lost Customers
13727.0,28,84,1067.3,73.28,62.88,57.02,6121.7,Low Value Customers
13728.0,36,164,2855.17,68.57,78.69,79.96,7787.05,Mid Value Customers
13729.0,435,44,676.43,16.69,44.93,43.87,4011.1,Lost Customers
13730.0,135,43,752.6,45.86,44.3,46.6,4579.9,Lost Customers
13731.0,218,38,610.59,37.64,40.81,41.15,4052.15,Lost Customers
13732.0,27,33,491.86,73.91,36.94,35.68,4179.25,Lost Customers
13733.0,410,30,484.53,20.48,34.59,35.29,3285.85,Lost Customers
13734.0,508,29,3451.29,11.93,33.63,83.74,5793.55,Lost Customers
13735.0,24,674,9472.81,75.49,97.11,95.3,9287.15,Top Customers
13736.0,4,565,2715.01,93.18,96.08,78.98,8624.0,High Value Customers
13737.0,199,30,339.6,39.45,34.59,26.2,3070.45,Lost Customers
13738.0,395,89,440.93,22.56,64.55,33.37,4110.25,Lost Customers
13739.0,17,6,292.2,81.17,7.47,21.95,2648.9,Lost Customers
13740.0,240,94,1597.77,36.03,65.95,67.47,6229.8,Low Value Customers
13741.0,71,35,666.33,55.88,38.64,43.54,4392.1,Lost Customers
13742.0,16,315,3102.42,82.19,90.13,81.79,8435.2,High Value Customers
13743.0,2,42,1340.15,96.7,43.63,63.46,6249.7,Low Value Customers
13744.0,94,63,1156.36,50.7,55.18,59.29,5676.85,Lost Customers
13745.0,150,59,761.27,44.4,53.37,46.85,4843.85,Lost Customers
13746.0,413,9,176.69,20.13,11.22,13.13,1360.7,Lost Customers
13747.0,373,5,249.4,26.62,6.13,19.3,1644.7,Lost Customers
13748.0,95,58,2268.35,50.48,52.95,75.75,6511.95,Low Value Customers
13749.0,700,2,-10.25,1.76,3.05,1.23,185.55,Lost Customers
13750.0,53,77,3563.6,61.67,60.7,84.16,7374.85,Mid Value Customers
13751.0,287,9,296.25,32.1,11.22,22.27,2042.95,Lost Customers
13752.0,123,94,1590.73,47.11,65.95,67.32,6387.75,Low Value Customers
13753.0,287,80,2094.57,32.1,61.49,74.02,6397.3,Low Value Customers
13754.0,151,21,447.05,44.26,25.91,33.6,3289.2,Lost Customers
13755.0,3,322,2154.68,94.77,90.48,74.74,8246.65,High Value Customers
13756.0,1,345,9147.2,98.33,91.26,95.09,9442.7,Top Customers
13757.0,674,8,195.55,2.88,10.01,14.74,1154.2,Lost Customers
13758.0,11,291,9263.14,85.58,89.0,95.17,9188.05,Top Customers
13759.0,32,25,659.41,70.33,29.79,43.13,4320.8,Lost Customers
13760.0,53,120,1358.64,61.67,71.63,63.8,6582.95,Low Value Customers
13761.0,49,122,1952.17,63.78,71.97,72.28,7091.2,Mid Value Customers
13762.0,203,42,2165.76,39.13,43.63,74.84,6012.05,Low Value Customers
13763.0,62,53,5181.99,58.96,50.57,89.84,7342.7,Mid Value Customers
13764.0,70,370,2953.26,56.34,92.29,80.76,8055.6,High Value Customers
13765.0,652,17,352.82,3.9,21.03,27.38,2195.3,Lost Customers
13766.0,494,17,190.35,12.69,21.03,14.34,1609.95,Lost Customers
13767.0,1,809,35115.68,98.33,97.96,99.28,9874.15,Top Customers
13768.0,563,43,758.07,8.82,44.3,46.74,4032.0,Lost Customers
13769.0,1,287,5766.63,98.33,88.8,91.05,9146.7,Top Customers
13770.0,421,48,785.37,18.89,47.53,47.95,4346.5,Lost Customers
13771.0,63,217,5726.07,58.45,84.02,90.98,8401.25,High Value Customers
13772.0,33,569,3094.72,69.88,96.1,81.69,8424.15,High Value Customers
13773.0,396,19,301.54,22.36,23.5,22.74,2291.1,Lost Customers
13774.0,81,22,345.0,52.85,26.89,26.72,3069.05,Lost Customers
13775.0,590,63,1049.66,7.37,55.18,56.43,4869.6,Lost Customers
13776.0,427,8,-340.17,18.05,10.01,0.52,599.65,Lost Customers
13777.0,0,398,56016.57,100.0,93.18,99.58,9772.3,Top Customers
13778.0,102,45,1116.54,49.75,45.72,58.21,5319.4,Lost Customers
13779.0,515,27,161.13,11.49,31.66,11.49,1754.1,Lost Customers
13780.0,6,98,735.82,91.94,67.15,46.15,5931.85,Lost Customers
13781.0,250,58,770.88,35.25,52.95,47.21,4713.8,Lost Customers
13782.0,12,239,1785.77,84.98,85.7,70.2,7706.7,Mid Value Customers
13783.0,487,10,1542.09,13.03,12.4,66.68,4234.85,Lost Customers
13784.0,9,45,2897.18,87.86,45.72,80.34,7108.2,Mid Value Customers
13785.0,428,30,542.49,17.82,34.59,38.19,3405.45,Lost Customers
13786.0,366,118,2736.41,27.56,71.21,79.15,6902.95,Low Value Customers
13787.0,75,94,1173.7,54.42,65.95,59.64,6075.0,Low Value Customers
13788.0,504,1,3.75,12.11,1.28,1.83,320.7,Lost Customers
13789.0,387,18,239.46,23.95,22.26,18.44,2041.25,Lost Customers
13790.0,3,45,348.8,94.77,45.72,27.08,4282.55,Lost Customers
13791.0,42,17,1047.68,66.3,21.03,56.34,4724.1,Lost Customers
13792.0,65,23,383.95,57.42,27.91,29.5,3321.1,Lost Customers
13793.0,646,7,96.0,4.17,8.78,5.12,607.55,Lost Customers
13794.0,546,9,126.03,9.79,11.22,8.01,924.0,Lost Customers
13795.0,387,29,836.3,23.95,33.63,49.63,4097.8,Lost Customers
13796.0,498,22,289.7,12.61,26.89,21.84,2197.05,Lost Customers
13797.0,436,80,1168.45,16.54,61.49,59.56,5368.6,Lost Customers
13798.0,0,912,73573.47,100.0,98.4,99.73,9937.15,Top Customers
13799.0,116,116,2039.82,47.84,70.89,73.41,6881.85,Low Value Customers
13800.0,309,73,1679.56,30.75,59.16,68.68,6013.45,Low Value Customers
13801.0,66,23,324.8,57.11,27.91,24.99,3068.4,Lost Customers
13802.0,137,457,25491.56,45.68,94.4,98.92,8957.8,High Value Customers
13803.0,254,79,1319.11,34.86,61.18,63.13,5830.45,Lost Customers
13804.0,30,167,3208.52,71.71,79.09,82.5,7985.85,Mid Value Customers
13805.0,51,13,924.6,62.6,16.36,52.66,4326.1,Lost Customers
13806.0,63,10,256.38,58.45,12.4,19.79,2337.2,Lost Customers
13807.0,366,27,509.9,27.56,31.66,36.57,3374.55,Lost Customers
13808.0,5,76,1747.66,92.49,60.33,69.79,7035.7,Mid Value Customers
13809.0,304,25,679.7,31.02,29.79,43.99,3778.45,Lost Customers
13810.0,28,36,899.51,73.28,39.46,51.63,5122.65,Lost Customers
13811.0,183,14,591.75,41.1,17.58,40.22,3356.0,Lost Customers
13812.0,41,36,539.0,66.6,39.46,37.95,4270.05,Lost Customers
13813.0,39,153,2686.42,67.27,77.21,78.86,7662.65,Mid Value Customers
13814.0,55,81,2239.07,61.3,61.82,75.5,6926.6,Low Value Customers
13815.0,21,361,7285.79,78.17,92.01,93.34,9066.55,Top Customers
13816.0,23,33,555.04,76.28,36.94,38.77,4384.75,Lost Customers
13817.0,28,24,382.98,73.28,28.9,29.42,3584.3,Lost Customers
13818.0,429,5,61.28,17.58,6.13,3.26,626.9,Lost Customers
13819.0,301,104,2631.1,31.23,68.5,78.71,6852.5,Low Value Customers
13820.0,417,92,640.4,19.47,65.41,42.44,4588.55,Lost Customers
13821.0,144,205,1387.03,44.97,83.03,64.25,6699.2,Low Value Customers
13822.0,5,96,632.0,92.49,66.58,42.06,5698.05,Lost Customers
13823.0,18,166,3358.55,80.18,78.92,83.19,8145.75,High Value Customers
13824.0,32,104,3273.36,70.33,68.5,82.7,7658.45,Mid Value Customers
13825.0,621,40,255.59,5.56,42.17,19.76,2435.3,Lost Customers
13826.0,157,12,174.65,43.51,15.05,12.89,1813.1,Lost Customers
13827.0,57,92,412.05,60.62,65.41,31.44,4600.8,Lost Customers
13828.0,21,15,209.49,78.17,18.66,15.92,2607.95,Lost Customers
13829.0,358,2,0.0,28.4,3.05,1.57,603.85,Lost Customers
13830.0,573,13,135.95,8.33,16.36,9.14,1118.45,Lost Customers
13831.0,15,186,7009.18,83.2,81.4,93.1,8810.5,High Value Customers
13832.0,17,56,602.44,81.17,52.0,40.78,5020.45,Lost Customers
13833.0,158,44,701.36,43.4,44.93,44.77,4461.25,Lost Customers
13834.0,576,21,247.89,8.14,25.91,19.19,1954.85,Lost Customers
13835.0,24,73,1044.82,75.49,59.16,56.23,5999.8,Lost Customers
13836.0,398,33,602.52,22.22,36.94,40.79,3684.95,Lost Customers
13837.0,211,18,271.24,38.52,22.26,20.83,2391.25,Lost Customers
13838.0,5,403,1966.09,92.49,93.35,72.45,8172.6,High Value Customers
13839.0,485,7,139.95,13.14,8.78,9.49,982.45,Lost Customers
13840.0,415,40,651.4,19.8,42.17,42.86,3919.4,Lost Customers
13841.0,252,1,85.0,35.13,1.28,4.51,813.4,Lost Customers
13842.0,58,338,5604.96,60.19,90.99,90.66,8618.85,High Value Customers
13843.0,380,18,319.75,25.3,22.26,24.49,2394.25,Lost Customers
13844.0,10,20,361.62,86.63,24.71,28.11,3586.8,Lost Customers
13845.0,64,9,312.98,57.8,11.22,24.02,2524.7,Lost Customers
13846.0,24,84,1290.34,75.49,62.88,62.45,6453.5,Low Value Customers
13847.0,719,19,310.72,1.66,23.5,23.85,2041.65,Lost Customers
13848.0,91,10,3335.0,51.18,12.4,83.07,5708.55,Lost Customers
13849.0,51,221,3443.8,62.6,84.34,83.68,8071.6,High Value Customers
13850.0,87,94,1586.81,51.76,65.95,67.28,6455.3,Low Value Customers
13851.0,95,141,4516.76,50.48,75.32,88.1,7862.3,Mid Value Customers
13852.0,606,13,170.45,6.27,16.36,12.57,1276.2,Lost Customers
13853.0,8,24,1056.94,89.37,28.9,56.7,5326.05,Lost Customers
13854.0,8,184,12158.21,89.37,81.17,96.74,9096.35,Top Customers
13855.0,500,77,1253.94,12.44,60.7,61.34,5381.3,Lost Customers
13856.0,168,62,1058.88,42.67,54.77,56.78,5406.05,Lost Customers
13857.0,392,129,997.11,23.28,73.32,54.63,5553.45,Lost Customers
13858.0,56,11,216.17,61.03,13.69,16.43,2229.8,Lost Customers
13859.0,325,36,515.86,29.49,39.46,36.87,3654.0,Lost Customers
13860.0,0,77,1240.0,100.0,60.7,61.02,6677.1,Low Value Customers
13861.0,428,23,251.31,17.82,27.91,19.44,2173.8,Lost Customers
13862.0,17,163,2534.04,81.17,78.56,77.92,7859.95,Mid Value Customers
13863.0,244,74,1217.63,35.78,59.61,60.7,5663.5,Lost Customers
13864.0,386,1,662.4,24.12,1.28,43.3,2781.7,Lost Customers
13865.0,57,30,501.56,60.62,34.59,36.15,3935.25,Lost Customers
13866.0,73,7,145.67,55.08,8.78,9.98,1638.5,Lost Customers
13867.0,30,60,1015.29,71.71,53.83,55.42,5738.65,Lost Customers
13868.0,6,33,3192.54,91.94,36.94,82.41,7019.85,Mid Value Customers
13869.0,122,838,8111.57,47.19,98.17,94.09,8827.9,High Value Customers
13870.0,1,245,5689.84,98.33,86.22,90.84,9057.75,Top Customers
13871.0,22,409,7804.95,77.15,93.55,93.84,9124.95,Top Customers
13872.0,512,61,891.32,11.66,54.33,51.19,4620.25,Lost Customers
13873.0,119,61,1031.02,47.57,54.33,55.89,5417.4,Lost Customers
13874.0,357,73,1989.2,28.51,59.16,72.7,6200.95,Low Value Customers
13875.0,53,270,4814.37,61.67,87.83,88.81,8444.5,High Value Customers
13876.0,63,7,122.7,58.45,8.78,7.66,1561.45,Lost Customers
13877.0,85,25,446.33,52.16,29.79,33.54,3520.8,Lost Customers
13878.0,54,102,2473.06,61.42,67.99,77.43,7219.65,Mid Value Customers
13879.0,645,25,395.5,4.24,29.79,30.43,2630.95,Lost Customers
13880.0,20,223,4391.66,78.99,84.51,87.55,8535.4,High Value Customers
13881.0,3,467,44392.5,94.77,94.63,99.43,9729.1,Top Customers
13882.0,2,66,1131.28,96.7,56.26,58.73,6368.45,Low Value Customers
13883.0,0,336,6342.74,100.0,90.9,92.14,9294.7,Top Customers
13884.0,6,186,1852.38,91.94,81.4,71.17,7735.45,Mid Value Customers
13885.0,188,28,506.8,40.53,32.67,36.32,3585.65,Lost Customers
13886.0,70,16,243.56,56.34,19.82,18.78,2472.6,Lost Customers
13887.0,203,19,349.55,39.13,23.5,27.16,2785.75,Lost Customers
13888.0,119,171,2169.05,47.57,79.57,74.86,7217.95,Mid Value Customers
13889.0,92,90,1855.73,51.0,64.84,71.2,6626.2,Low Value Customers
13890.0,0,183,2858.73,100.0,81.04,80.01,8331.75,High Value Customers
13891.0,377,99,863.56,25.93,67.38,50.57,5191.7,Lost Customers
13892.0,26,36,1267.65,74.21,39.46,61.8,5695.95,Lost Customers
13893.0,297,21,821.1,31.54,25.91,49.11,3951.45,Lost Customers
13894.0,21,30,535.97,78.17,34.59,37.8,4289.25,Lost Customers
13895.0,20,188,3923.62,78.99,81.54,85.81,8350.6,High Value Customers
13896.0,625,21,388.55,5.2,25.91,29.86,2497.6,Lost Customers
13897.0,49,59,1160.72,63.78,53.37,59.41,5825.35,Lost Customers
13898.0,325,46,686.4,29.49,46.4,44.29,4270.3,Lost Customers
13899.0,15,19,388.52,83.2,23.5,29.84,3594.2,Lost Customers
13900.0,182,96,1608.09,41.21,66.58,67.6,6333.55,Low Value Customers
13901.0,71,318,5599.34,55.88,90.26,90.61,8529.55,High Value Customers
13902.0,631,67,30411.26,4.82,56.61,99.14,7223.3,Mid Value Customers
13903.0,399,10,165.45,22.09,12.4,12.07,1367.2,Lost Customers
13904.0,36,26,332.64,68.57,30.7,25.66,3360.85,Lost Customers
13905.0,570,15,244.45,8.46,18.66,18.9,1726.2,Lost Customers
13906.0,408,1,42.0,20.88,1.28,2.59,494.05,Lost Customers
13907.0,691,4,136.8,1.87,4.97,9.24,685.35,Lost Customers
13908.0,79,126,2347.05,53.36,72.64,76.37,7179.95,Mid Value Customers
13909.0,422,38,286.6,18.71,40.81,21.68,2697.35,Lost Customers
13910.0,442,1,-127.66,16.13,1.28,0.76,322.15,Lost Customers
13911.0,56,242,4200.04,61.03,85.99,86.74,8265.85,High Value Customers
13912.0,423,7,124.95,18.51,8.78,7.88,974.45,Lost Customers
13913.0,506,3,42.22,12.0,4.01,2.61,443.85,Lost Customers
13914.0,3,34,613.95,94.77,37.73,41.32,4826.05,Lost Customers
13915.0,393,4,31.2,23.06,4.97,2.24,618.2,Lost Customers
13916.0,463,75,1260.51,14.58,59.98,61.56,5403.9,Lost Customers
13917.0,49,18,272.04,63.78,22.26,20.95,2776.75,Lost Customers
13918.0,49,30,1212.84,63.78,34.59,60.52,5323.0,Lost Customers
13919.0,52,82,1326.03,62.09,62.17,63.26,6275.75,Low Value Customers
13920.0,431,88,1734.88,17.2,64.28,69.59,6013.85,Low Value Customers
13921.0,398,45,720.75,22.22,45.72,45.57,4211.25,Lost Customers
13922.0,351,33,824.7,28.8,36.94,49.18,4245.1,Lost Customers
13923.0,53,20,351.13,61.67,24.71,27.3,3167.85,Lost Customers
13924.0,1,137,1682.08,98.33,74.56,68.76,7493.55,Mid Value Customers
13925.0,35,45,616.65,69.08,45.72,41.47,4688.65,Lost Customers
13926.0,22,11,223.85,77.15,13.69,17.12,2509.55,Lost Customers
13927.0,74,44,689.96,54.66,44.93,44.5,4615.3,Lost Customers
13928.0,10,27,464.57,86.63,31.66,34.43,4142.9,Lost Customers
13929.0,168,60,3318.1,42.67,53.83,82.97,6818.3,Low Value Customers
13930.0,57,17,337.34,60.62,21.03,26.0,2970.2,Lost Customers
13931.0,85,272,5250.78,52.16,88.0,89.97,8370.75,High Value Customers
13932.0,294,16,307.4,31.7,19.82,23.34,2353.8,Lost Customers
13933.0,108,23,608.79,48.82,27.91,41.06,3827.9,Lost Customers
13934.0,263,31,922.1,34.07,35.44,52.51,4462.3,Lost Customers
13935.0,596,80,6116.92,6.93,61.49,91.65,6989.4,Low Value Customers
13936.0,170,60,924.36,42.36,53.83,52.64,5145.5,Lost Customers
13937.0,168,55,867.38,42.67,51.64,50.66,4975.55,Lost Customers
13938.0,34,7,71.66,69.58,8.78,3.7,1510.6,Lost Customers
13939.0,22,113,1533.66,77.15,70.36,66.56,6928.85,Low Value Customers
13940.0,16,49,839.14,82.19,48.15,49.76,5414.15,Lost Customers
13941.0,21,96,10846.15,78.17,66.58,96.21,8461.5,High Value Customers
13942.0,534,1,320.0,10.59,1.28,24.5,1544.75,Lost Customers
13943.0,577,15,246.54,8.05,18.66,19.08,1729.95,Lost Customers
13944.0,652,35,200.43,3.9,38.64,15.01,2043.25,Lost Customers
13945.0,394,51,854.15,22.83,49.29,50.32,4588.75,Lost Customers
13946.0,78,57,1745.43,53.65,52.44,69.76,6214.75,Low Value Customers
13947.0,64,5,90.6,57.8,6.13,4.75,1312.15,Lost Customers
13948.0,360,25,536.86,28.22,29.79,37.87,3399.85,Lost Customers
13949.0,2,160,2427.32,96.7,78.18,77.06,8034.2,High Value Customers
13950.0,10,36,728.56,86.63,39.46,45.83,5003.9,Lost Customers
13951.0,175,39,674.45,41.8,41.56,43.77,4281.15,Lost Customers
13952.0,210,413,12790.89,38.67,93.65,97.04,8726.75,High Value Customers
13953.0,6,25,6640.68,91.94,29.79,92.61,7366.35,Mid Value Customers
13954.0,1,30,378.59,98.33,34.59,29.06,4110.95,Lost Customers
13955.0,153,85,545.17,44.13,63.22,38.3,4665.05,Lost Customers
13956.0,4,147,1026.42,93.18,76.49,55.71,6756.45,Low Value Customers
13957.0,417,27,458.25,19.47,31.66,34.26,3126.15,Lost Customers
13958.0,371,245,4402.33,27.18,86.22,87.6,7812.3,Mid Value Customers
13959.0,78,157,1076.18,53.65,77.74,57.2,6282.95,Low Value Customers
13960.0,20,12,230.22,78.99,15.05,17.62,2605.45,Lost Customers
13961.0,384,21,498.7,24.58,25.91,36.01,3126.55,Lost Customers
13962.0,21,23,362.8,78.17,27.91,28.19,3560.3,Lost Customers
13963.0,307,169,2899.62,30.87,79.34,80.36,7263.05,Mid Value Customers
13964.0,386,25,421.9,24.12,29.79,32.21,3027.05,Lost Customers
13965.0,454,28,777.66,15.33,32.67,47.63,3829.7,Lost Customers
13966.0,434,21,390.86,16.83,25.91,30.12,2686.35,Lost Customers
13967.0,145,6,166.3,44.9,7.47,12.13,1564.75,Lost Customers
13968.0,422,8,123.66,18.71,10.01,7.72,1005.55,Lost Customers
13969.0,6,1073,13212.77,91.94,98.94,97.24,9695.5,Top Customers
13970.0,385,13,846.55,24.35,16.36,50.07,3609.9,Lost Customers
13971.0,8,265,4593.83,89.37,87.54,88.32,8824.35,High Value Customers
13972.0,70,15,190.25,56.34,18.66,14.3,2191.4,Lost Customers
13973.0,286,11,264.7,32.18,13.69,20.41,2015.95,Lost Customers
13974.0,48,45,663.52,64.19,45.72,43.39,4720.9,Lost Customers
13975.0,30,740,5327.29,71.71,97.51,90.09,8955.9,High Value Customers
13976.0,206,56,1192.36,38.84,52.0,60.15,5450.85,Lost Customers
13977.0,410,13,519.81,20.48,16.36,37.11,2839.05,Lost Customers
13978.0,14,15,196.79,84.13,18.66,14.79,2635.2,Lost Customers
13979.0,72,399,3326.83,55.48,93.23,83.04,8196.3,High Value Customers
13980.0,59,67,753.12,59.72,56.61,46.62,5158.2,Lost Customers
13981.0,400,23,327.39,21.89,27.91,25.18,2550.55,Lost Customers
13982.0,38,237,4418.79,67.8,85.51,87.68,8404.7,High Value Customers
13983.0,29,343,6993.41,72.46,91.14,93.05,8938.85,High Value Customers
13984.0,26,89,1616.12,74.21,64.55,67.74,6775.35,Low Value Customers
13985.0,3,485,9982.31,94.77,95.0,95.83,9542.2,Top Customers
13986.0,16,13,320.46,82.19,16.36,24.52,3072.25,Lost Customers
13987.0,379,46,682.54,25.53,46.4,44.11,4201.0,Lost Customers
13988.0,19,300,4708.64,79.5,89.41,88.61,8748.35,High Value Customers
13989.0,65,86,2026.06,57.42,63.62,73.24,6798.1,Low Value Customers
13990.0,212,16,311.3,38.37,19.82,23.9,2484.65,Lost Customers
13991.0,11,84,850.63,85.58,62.88,50.2,5931.1,Lost Customers
13992.0,29,11,219.5,72.46,13.69,16.78,2420.5,Lost Customers
13993.0,31,267,6690.36,70.99,87.61,92.71,8792.2,High Value Customers
13994.0,3,148,2313.14,94.77,76.67,76.15,7909.9,Mid Value Customers
13995.0,14,238,3836.26,84.13,85.61,85.39,8526.7,High Value Customers
13996.0,385,33,895.76,24.35,36.94,51.38,4299.35,Lost Customers
13997.0,518,44,382.31,11.38,44.93,29.35,3132.85,Lost Customers
13998.0,446,31,566.7,15.78,35.44,39.25,3458.65,Lost Customers
13999.0,9,475,9438.01,87.86,94.76,95.24,9398.9,Top Customers
14000.0,205,52,1877.59,38.93,49.87,71.37,6005.4,Low Value Customers
14001.0,45,104,4517.34,64.82,68.5,88.12,7873.9,Mid Value Customers
14002.0,133,47,529.73,46.11,46.95,37.45,4159.9,Lost Customers
14003.0,732,16,209.41,0.56,19.82,15.89,1476.95,Lost Customers
14004.0,42,241,6258.45,66.3,85.85,91.91,8625.05,High Value Customers
14005.0,9,84,2874.72,87.86,62.88,80.12,7610.9,Mid Value Customers
14006.0,115,77,2196.67,48.01,60.7,75.13,6673.3,Low Value Customers
14007.0,512,5,79.48,11.66,6.13,4.16,587.6,Lost Customers
14008.0,374,33,493.74,26.39,36.94,35.8,3473.05,Lost Customers
14009.0,197,76,1090.23,39.65,60.33,57.57,5571.0,Lost Customers
14010.0,564,28,288.1,8.74,32.67,21.74,2306.9,Lost Customers
14011.0,479,33,451.92,13.46,36.94,33.94,3176.8,Lost Customers
14012.0,277,11,328.8,32.8,13.69,25.28,2293.1,Lost Customers
14013.0,109,72,1006.22,48.69,58.71,55.08,5521.05,Lost Customers
14014.0,76,76,1948.21,54.3,60.33,72.21,6595.95,Low Value Customers
14015.0,52,20,917.34,62.09,24.71,52.31,4549.7,Lost Customers
14016.0,153,450,11379.71,44.13,94.29,96.35,8789.9,High Value Customers
14017.0,570,14,229.75,8.46,17.58,17.59,1621.75,Lost Customers
14018.0,644,13,367.15,4.3,16.36,28.51,2123.35,Lost Customers
14019.0,46,68,1398.96,64.47,57.05,64.41,6221.1,Low Value Customers
14020.0,16,76,1213.26,82.19,60.33,60.57,6374.1,Low Value Customers
14021.0,154,90,1716.58,43.97,64.84,69.35,6419.0,Low Value Customers
14022.0,224,47,792.15,37.38,46.95,48.13,4616.35,Lost Customers
14023.0,6,31,584.07,91.94,35.44,40.0,4642.3,Lost Customers
14024.0,121,34,645.74,47.31,37.73,42.66,4187.85,Lost Customers
14025.0,464,102,3969.1,14.45,67.99,85.95,6983.7,Low Value Customers
14026.0,470,50,713.11,14.09,48.75,45.2,4159.85,Lost Customers
14027.0,60,6,104.82,59.29,7.47,5.74,1429.15,Lost Customers
14028.0,498,13,3175.5,12.61,16.36,82.33,5208.1,Lost Customers
14029.0,62,15,467.66,58.96,18.66,34.57,3345.55,Lost Customers
14030.0,17,828,8145.59,81.17,98.08,94.18,9339.85,Top Customers
14031.0,6,773,38025.97,91.94,97.71,99.34,9774.1,Top Customers
14032.0,1,241,4786.07,98.33,85.85,88.74,8931.15,High Value Customers
14033.0,554,1,109.44,9.21,1.28,6.16,515.35,Lost Customers
14034.0,21,89,512.02,78.17,64.55,36.74,5129.75,Lost Customers
14035.0,28,148,2852.47,73.28,76.67,79.94,7796.0,Mid Value Customers
14036.0,284,38,626.65,32.22,40.81,41.85,4009.35,Lost Customers
14037.0,175,115,755.95,41.8,70.7,46.68,5315.4,Lost Customers
14038.0,77,168,3000.93,54.02,79.22,81.05,7644.65,Mid Value Customers
14039.0,32,10,267.28,70.33,12.4,20.67,2563.8,Lost Customers
14040.0,40,795,12457.84,66.84,97.91,96.92,9270.5,Top Customers
14041.0,265,21,141.41,33.9,25.91,9.66,1817.1,Lost Customers
14042.0,724,21,431.98,1.31,25.91,32.8,2600.95,Lost Customers
14043.0,490,42,301.3,12.92,43.63,22.69,2750.65,Lost Customers
14044.0,26,827,3106.15,74.21,98.06,81.82,8555.05,High Value Customers
